"103.115.255.129","elite","AS137868","BD","Star Internet Service","162","Md. Murad Hossain Ripon","36331","socks4","939","1","2022-12-16T23:09:39.538Z","91","559","611"
"176.62.188.158","elite","AS42291","RU","OOO Istranet","51","OOO Istranet","3629","socks4","1184","1","2022-12-16T23:09:39.311Z","100","630","632"
"185.102.236.16","elite","AS203877","RS","Astra Telekom DOO Beograd","196","Astra Telekom DOO Beograd","5678","socks4","961","1","2022-12-16T23:09:39.858Z","90","556","617"
"185.132.1.221","elite","AS203447","UA","Miratel Ltd","44","Miratel Ltd","4145","socks4","1012","1","2022-12-16T23:09:39.537Z","94","588","623"
"51.38.99.136","elite","AS16276","DE","OVH SAS","10","OVH GmbH","3128","socks4","610","1","2022-12-16T23:09:39.323Z","100","630","630"
"115.127.75.26","elite","AS24342","BD","BRACNet Limited","159","bracNet","7777","socks4","1050","1","2022-12-16T23:09:39.536Z","95","602","634"
"203.215.181.218","elite","AS17787","PK","Pakistan Software Export Board","147","Pakistan Software","36342","socks4","1185","1","2022-12-16T23:09:38.222Z","99","614","618"
"50.96.204.4","elite","AS7029","US","Windstream Communications LLC","109","Windstream Communications LLC","18351","socks4","748","1","2022-12-16T23:09:38.162Z","99","592","595"
"43.153.177.137","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","251","Tencent Cloud Computing","443","socks4","920","1","2022-12-16T23:09:38.016Z","77","463","598"
"43.153.55.205","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","147","Tencent Cloud Computing","443","socks5","525","1","2022-12-16T23:09:38.114Z","33","192","586"
"135.181.140.218","elite","AS24940","FI","Hetzner Online GmbH","39","Hetzner","31723","socks4","298","1","2022-12-16T23:09:38.035Z","100","627","627"
"183.89.114.69","elite","AS45629","TH","Triple T Broadband Public Company Limited","180","Triple T Broadband Public Company Limited","8080","socks4","734","1","2022-12-16T23:09:38.111Z","98","505","513"
"209.159.153.20","elite","AS19318","US","Interserver, Inc","73","Interserver, Inc","26688","socks4","1218","1","2022-12-16T23:09:38.221Z","100","628","631"
"59.45.13.219","elite","AS4134","CN","Chinanet","173","Chinanet LN","3629","socks4","1240","1","2022-12-16T23:09:38.717Z","98","568","581"
"157.185.160.74","elite","AS54994","US","Quantil Networks Inc","78","Quantil Networks Inc","26589","socks5","937","1","2022-12-16T23:09:38.034Z","100","512","513"
"103.4.118.130","elite","AS38203","BD","ADN Telecom Ltd.","245","ADN Telecom Limited.","5678","socks4","1208","1","2022-12-16T23:09:38.717Z","83","527","634"
"102.66.232.122","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","431","Herotel","5678","socks4","53","1","2022-12-16T23:09:38.538Z","83","501","602"
"119.8.27.130","elite","AS136907","HK","Huawei International Pte. LTD","260","N/A","1080","socks5","1154","1","2022-12-16T23:09:38.222Z","100","514","514"
"106.45.220.12","elite","AS4134","CN","Chinanet","204","Chinanet HN","3256","socks4","537","1","2022-12-16T23:09:38.174Z","98","504","515"
"95.158.139.61","elite","AS62386","BG","ASPI-LINK","56","N/A","10801","socks4","1260","1","2022-12-16T23:09:37.923Z","97","536","555"
"89.22.106.31","elite","AS45031","DE","dogado GmbH","12","CloudPit","11735","socks5","566","1","2022-12-16T23:09:37.972Z","93","484","518"
"203.24.103.8","elite","AS209242","VG","Cloudflare London, LLC","11","Anaga Consulting Limited","80","socks4","1258","1","2022-12-16T23:09:37.262Z","100","531","532"
"64.25.54.2","elite","AS35977","US","Amdocs Inc.","129","Amdocs Inc","45160","socks4","1171","1","2022-12-16T23:09:37.518Z","100","514","514"
"125.75.127.222","elite","AS4134","CN","Chinanet","199","Chinanet GS","1111","socks5","1164","1","2022-12-16T23:09:37.241Z","93","534","576"
"89.107.197.165","elite","AS40993","RU","LLC TK Altair","56","LLC TK Altair","3128","http","962","1445","2022-12-16T23:09:37.243Z","99","510","517"
"93.171.224.47","elite","AS211570","UA","PE TV and Radio Company Kentavr-TV","51","PE TV and Radio Company Kentavr-TV","4153","socks4","781","1","2022-12-16T23:09:37.996Z","99","591","600"
"140.250.92.253","elite","AS4134","CN","Chinanet","217","Chinanet SD","1080","socks4","1220","1","2022-12-16T23:09:37.267Z","92","566","614"
"196.15.237.171","elite","AS5713","ZA","Telkom SA Ltd.","234","Telkom SA Ltd","1888","socks4","1111","1","2022-12-16T23:09:37.927Z","80","445","556"
"212.39.114.139","elite","AS20875","BA","HT d.o.o. Mostar","38","Htnet","5678","socks4","1226","1","2022-12-16T23:09:37.263Z","99","630","634"
"36.255.104.9","elite","AS136238","MV","SatLink Pvt Ltd","165","N/A","1080","socks4","924","1","2022-12-16T23:09:37.788Z","100","631","633"
"45.234.100.112","elite","AS61592","BR","Fortlink Internet Corporativa","185","Fortlink Internet Corporativa","1080","socks4","1160","1","2022-12-16T23:09:37.925Z","100","575","577"
"104.21.85.109","elite","AS13335","CA","Cloudflare, Inc.","15","Cloudflare, Inc.","80","socks4","550","1","2022-12-16T23:09:37.990Z","100","594","594"
"185.208.175.40","anonymous","AS60631","IR","Pars Parva System Ltd","108","N/A","3133","http","1212","2784","2022-12-16T23:09:37.789Z","97","501","514"
"46.227.38.1","elite","AS51155","PL","TB Telecom Sp. z o. o.","37","Telemedian","1088","socks4","1226","1","2022-12-16T23:09:37.924Z","100","629","632"
"49.48.147.64","elite","AS45629","TH","Triple T Broadband Public Company Limited","171","Triple T Broadband Public Company Limited","8080","socks4","1000","1","2022-12-16T23:09:37.787Z","98","562","573"
"103.231.200.250","elite","AS133352","ID","PT. Berdikari Prima Mandiri","231","N/A","5678","socks4","1123","1","2022-12-16T23:09:37.926Z","86","501","581"
"51.255.219.244","elite","AS16276","FR","OVH SAS","6","berdin stephane","7497","socks5","904","1","2022-12-16T23:09:37.970Z","100","592","592"
"45.12.31.140","elite","AS209242","GB","Cloudflare London, LLC","15","LIR Services","80","socks4","1212","1","2022-12-16T23:09:37.783Z","100","613","613"
"94.130.182.121","elite","AS24940","DE","Hetzner Online GmbH","12","Hetzner","5566","socks5","1223","1","2022-12-16T23:09:37.499Z","100","620","620"
"36.92.25.98","elite","AS7713","ID","PT. Telekomunikasi Indonesia","179","Telekomunikasi Indonesia","5678","socks4","1240","1","2022-12-16T23:09:37.924Z","98","609","621"
"74.208.65.165","elite","AS8560","US","IONOS SE","106","IONOS Inc","14548","socks4","1198","1","2022-12-16T23:09:36.619Z","96","564","587"
"113.160.227.32","elite","AS45899","VN","VietNam Post and Telecom Corporation","212","Vietnam Posts and Telecommunications Group","1080","socks4","1169","1","2022-12-16T23:09:36.922Z","39","248","632"
"182.180.53.188","anonymous","AS17557","PK","Pakistan Telecommuication company limited","167","N/A","7777","http","840","597","2022-12-16T23:09:36.208Z","89","472","529"
"27.147.144.122","elite","AS23688","BD","Link3 Technologies Limited","271","Corporate Subscriber","4153","socks4","954","1","2022-12-16T23:09:36.207Z","90","536","598"
"140.83.36.112","elite","AS31898","JP","Oracle Corporation","233","Oracle Cloud Infrastructure (ap-tokyo-1)","16725","socks5","992","1","2022-12-16T23:09:36.605Z","83","524","633"
"77.238.123.178","elite","AS43754","IR","Asiatech Data Transmission company","110","Asiatech Data Transmission company","8001","socks4","1100","1","2022-12-16T23:09:36.226Z","96","605","631"
"125.228.94.199","elite","AS3462","TW","Chunghwa Telecom Co., Ltd.","211","Chunghwa Telecom Co. Ltd.","4145","socks4","1005","1","2022-12-16T23:09:36.604Z","28","147","518"
"36.90.63.55","elite","AS7713","ID","PT. Telekomunikasi Indonesia","176","Telekomunikasi Indonesia","4145","socks4","1134","1","2022-12-16T23:09:36.226Z","90","512","571"
"43.153.172.76","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","228","Tencent Cloud Computing","443","socks5","1172","1","2022-12-16T23:09:36.620Z","62","369","597"
"190.186.18.161","anonymous","AS25620","BO","Cotas Ltda.","194","Adsl-ip-fija - Generico","999","http","928","672","2022-12-16T23:09:36.606Z","98","607","618"
"113.160.203.118","elite","AS45899","VN","VietNam Post and Telecom Corporation","199","Vietnam Posts and Telecommunications Group","5678","socks4","1200","1","2022-12-16T23:09:36.224Z","100","632","634"
"125.141.133.99","elite","AS4766","KR","Korea Telecom","228","Korea Telecom","5566","socks4","1113","1","2022-12-16T23:09:36.924Z","82","498","606"
"80.155.35.142","elite","AS3320","DE","Deutsche Telekom AG","20","MVZ Labor Moebius","30001","socks5","1155","1","2022-12-16T23:09:36.923Z","100","544","545"
"37.1.211.58","elite","AS29802","US","DARL-TELECOM","94","ISPIRIA Networks Ltd","1080","socks4","1164","1","2022-12-16T23:09:36.222Z","97","582","601"
"176.97.218.48","anonymous","AS60631","IR","Pars Parva System LLC","97","Vandad Vira Hooman LLC","3128","http","915","671","2022-12-16T23:09:36.606Z","97","499","517"
"172.67.181.234","elite","AS13335","CA","Cloudflare, Inc.","15","Cloudflare, Inc.","80","socks4","1213","1","2022-12-16T23:09:36.617Z","100","511","511"
"176.58.20.54","elite","AS198230","PL","E-Cho Sp. z o.o.","37","E-CHO","4153","socks4","1057","1","2022-12-16T23:09:36.603Z","100","627","629"
"181.209.124.10","anonymous","AS52361","AR","ARSAT - Empresa Argentina de Soluciones Satelitales S.A","232","Fiorani Alejandro","999","http","1198","5291","2022-12-16T23:09:35.115Z","99","609","613"
"198.251.79.65","elite","AS8560","US","IONOS SE","110","IONOS Inc","3128","socks4","1184","1","2022-12-16T23:09:35.806Z","100","600","600"
"178.49.234.94","elite","AS31200","RU","Novotelecom Ltd.","97","Novotelecom ltd.","5678","socks4","1236","1","2022-12-16T23:09:35.147Z","100","613","614"
"177.125.206.169","elite","AS262346","BR","FP Telecomunicacoes Ltda","204","FP Telecomunicacoes Ltda","4145","socks4","1060","1","2022-12-16T23:09:35.149Z","59","316","539"
"38.127.179.230","elite","AS174","US","Cogent Communications","81","Torlandia Trading SRL","46656","socks4","1185","1","2022-12-16T23:09:35.148Z","100","566","567"
"103.137.110.153","anonymous","AS138829","ID","PT. Capoeng Digital Nusantara","189","N/A","99","http","1085","701","2022-12-16T23:09:35.807Z","97","502","517"
"45.249.79.105","elite","AS18229","IN","Tejasri Communications","126","N/A","3629","socks4","953","1","2022-12-16T23:09:35.116Z","100","632","633"
"43.134.234.74","elite","AS132203","SG","Aceville Pte.ltd","327","N/A","443","socks5","1098","1","2022-12-16T23:09:35.149Z","60","361","603"
"188.95.20.139","elite","AS198471","IT","Linkem IR WiMAX Network","38","N/A","5678","socks4","983","1","2022-12-16T23:09:35.116Z","96","499","519"
"93.105.40.62","elite","AS29314","PL","Vectra S.A. BUSINESS P2P CONNECTIONS","38","Vectra S.A.","41258","http","1316","616","2022-12-16T23:09:35.114Z","99","515","518"
"115.124.79.91","anonymous","AS38511","ID","PT Remala Abadi","164","N/A","8080","http","1328","616","2022-12-16T23:09:35.114Z","100","512","514"
"190.205.42.44","elite","AS8048","VE","CANTV Servicios, Venezuela","167","CANTV Servicios, Venezuela","1080","socks4","904","1","2022-12-16T23:09:35.424Z","98","623","633"
"103.30.0.5","elite","AS131778","ID","PT. Dian Nuswantoro Teknologi","201","N/A","4145","socks4","875","1","2022-12-16T23:09:35.785Z","100","595","595"
"105.213.117.42","elite","AS16637","ZA","MTN SA","187","MTN SA","5678","socks4","933","1","2022-12-16T23:09:35.423Z","97","565","585"
"23.94.47.24","elite","AS36352","US","ColoCrossing","99","RackNerd LLC","32129","socks4","1199","1","2022-12-16T23:09:35.437Z","98","505","513"
"154.113.32.26","anonymous","AS37282","NG","Mainone Cable Company","139","Mainone Cable Company","8080","http","1271","615","2022-12-16T23:09:35.115Z","97","498","516"
"200.115.157.210","elite","AS21599","PA","Cable Onda","141","Cable Onda","4145","socks4","941","1","2022-12-16T23:09:35.784Z","100","613","615"
"101.96.117.169","elite","AS24173","VN","NetNam Corporation","195","NETNAM","1080","socks4","926","1","2022-12-16T23:09:35.116Z","100","633","633"
"186.251.254.253","elite","AS267513","BR","Seanet Telecom Carazinho Eireli","212","Seanet Telecom Carazinho Eireli","31337","socks4","854","1","2022-12-16T23:09:35.117Z","100","628","630"
"147.182.203.142","elite","AS14061","US","DigitalOcean, LLC","146","DigitalOcean, LLC","12345","socks5","1202","1","2022-12-16T23:09:35.805Z","79","435","548"
"45.70.30.196","elite","AS267574","BR","Eltecweb Provedor De Internet Ltda","173","Eltecweb Provedor De Internet Ltda","5566","socks4","1029","1","2022-12-16T23:09:35.112Z","100","619","621"
"50.47.75.214","elite","AS20055","US","Wholesail networks LLC","146","Ziply Fiber","5678","socks4","1181","1","2022-12-16T23:09:34.332Z","100","613","615"
"77.89.204.254","elite","AS25454","MD","Orange Moldova Network","47","N/A","4145","socks4","1245","1","2022-12-16T23:09:34.330Z","99","628","633"
"190.152.151.110","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","183","Corporacion Nacional De Telecomunicaciones - CNT EP","4673","socks4","1184","1","2022-12-16T23:09:34.714Z","99","627","632"
"43.130.199.254","elite","AS132203","CA","Shenzhen Tencent Computer Systems Company Limited","93","Tencent Cloud Computing","443","socks4","1341","1","2022-12-16T23:09:34.008Z","23","135","590"
"93.19.123.228","elite","AS15557","FR","LDCOM","4","SFR SA","3128","socks5","1127","1","2022-12-16T23:09:34.715Z","93","525","565"
"103.205.128.33","elite","AS134850","IN","WAY 2 INTERNET PRIVATE LIMITED","110","WAY 2 Internet Private Limited","4303","socks4","967","1","2022-12-16T23:09:34.746Z","100","598","598"
"31.11.172.54","elite","AS29314","PL","Vectra S.A. BUSINESS P2P CONNECTIONS","50","Vectra S.A","4153","socks4","1286","1","2022-12-16T23:09:34.329Z","100","613","613"
"222.221.247.114","elite","AS4134","CN","Chinanet","230","Chinanet YN","5678","socks4","966","1","2022-12-16T23:09:34.376Z","92","529","573"
"125.19.99.90","elite","AS9498","IN","Bharti Airtel","128","World Phone  PVT Ltd.","4145","socks4","1115","1","2022-12-16T23:09:34.347Z","100","607","608"
"95.217.120.81","anonymous","AS24940","FI","Hetzner Online GmbH","37","HETZNER-DC","3368","http","1342","725","2022-12-16T23:09:34.333Z","100","512","513"
"103.87.86.146","elite","AS4787","ID","PT Cyberindo Aditama","190","CBN","4153","socks4","1155","1","2022-12-16T23:09:34.715Z","100","631","632"
"103.196.136.158","elite","AS134707","PH","Royal Cablevision Corp.","210","Royal Cablevision Corp","7497","socks5","1021","1","2022-12-16T23:09:34.745Z","100","595","597"
"46.148.163.119","elite","AS197405","PL","Tomkow Sp. z o.o.","34","Tomkow Sp. z o.o","5678","socks4","983","1","2022-12-16T23:09:34.375Z","100","582","582"
"5.189.140.113","elite","AS51167","DE","Contabo GmbH","20","Contabo GmbH","8118","http","1055","565","2022-12-16T23:09:34.007Z","100","514","514"
"190.109.72.41","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","187","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","1371","1","2022-12-16T23:09:33.695Z","99","507","512"
"37.152.171.47","elite","AS198569","IR","Rahanet Zanjan Co. (Private Joint-Stock)","206","Rahanet Zanjan Co.","4153","socks4","1439","1","2022-12-16T23:09:33.395Z","57","327","578"
"51.222.29.254","elite","AS16276","CA","OVH SAS","85","OVH Hosting, Inc.","47103","socks4","940","1","2022-12-16T23:09:33.417Z","100","553","554"
"101.51.105.167","elite","AS23969","TH","TOT Public Company Limited","152","TOT Public Company Limited","4145","socks4","1420","1","2022-12-16T23:09:33.396Z","62","360","581"
"143.244.149.59","elite","AS14061","US","DigitalOcean, LLC","81","DigitalOcean, LLC","35887","socks5","917","1","2022-12-16T23:09:33.710Z","100","554","556"
"5.189.130.21","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","1080","socks5","1069","1","2022-12-16T23:09:33.080Z","98","602","614"
"190.239.23.33","elite","AS6147","PE","Telefonica del Peru","191","PE-TDPERX5-LACNIC","5678","socks4","1168","1","2022-12-16T23:09:33.076Z","95","546","572"
"103.233.152.202","elite","AS17451","ID","BIZNET","204","N/A","4153","socks4","1314","1","2022-12-16T23:09:33.695Z","100","631","633"
"103.221.253.242","elite","AS135524","BD","Dhaka University","184","university of dhaka","45446","socks4","1392","1","2022-12-16T23:09:33.994Z","94","597","633"
"103.132.124.18","elite","AS138124","ID","Universitas Samudra","174","Universitas Samudra","5678","socks4","965","1","2022-12-16T23:09:33.416Z","93","558","602"
"201.234.24.89","elite","AS265758","AR","Cooperativa De Obras Y Servicios Publicos De Despenaderos Limitada","237","Level 3 Argentina S.A","4153","socks4","1282","1","2022-12-16T23:09:33.703Z","100","587","588"
"168.253.196.6","elite","AS37276","ZA","VOffice Solutions","216","Smartvillage","5678","socks4","1043","1","2022-12-16T23:09:33.413Z","100","607","608"
"114.116.96.118","elite","AS23724","CN","IDC, China Telecommunications Corporation","161","Huawei Public Cloud Service","2080","socks5","912","1","2022-12-16T23:09:33.418Z","99","564","571"
"222.165.234.147","elite","AS24207","ID","PT NettoCyber Indonesia","169","N/A","52667","socks4","1406","1","2022-12-16T23:09:33.694Z","99","630","634"
"51.83.133.132","elite","AS16276","PL","OVH SAS","30","OVH Sp. z o. o","22027","socks5","1090","1","2022-12-16T23:09:33.080Z","100","578","578"
"178.250.70.218","elite","AS51580","IT","Timenet SPA","32","Time-net S.R.L","1088","socks4","1392","1","2022-12-16T23:09:33.397Z","97","617","633"
"203.210.84.198","elite","AS55699","ID","Infrastruktur STARNET","308","STARNET Services","1080","socks4","1255","1","2022-12-16T23:09:33.996Z","95","599","633"
"103.91.52.244","elite","AS133945","BD","Gaibandha Online","206","Gaibandha Online","5678","socks4","854","1","2022-12-16T23:09:33.710Z","99","511","516"
"95.182.123.66","elite","AS202984","RU","Chernyshov Aleksandr Aleksandrovich","46","Ildar Gilmutdinov PE","62134","socks5","1385","1","2022-12-16T23:09:33.694Z","85","435","511"
"45.70.204.233","elite","AS267586","BR","Rafael Pierre Barbosa - Me","185","Rafael Pierre Barbosa - Me","4145","socks4","1380","1","2022-12-16T23:09:33.398Z","100","575","576"
"120.46.155.74","elite","AS55990","CN","Huawei Cloud Service data center","159","Huawei Cloud Service","7890","socks4","1345","1","2022-12-16T23:09:32.585Z","52","297","567"
"147.182.228.141","elite","AS14061","US","DigitalOcean, LLC","146","DigitalOcean, LLC","12345","socks5","1258","1","2022-12-16T23:09:32.611Z","80","474","592"
"180.235.65.13","elite","AS4811","CN","China Telecom (Group)","196","Shanghai Xinjue Information and Technology Co.","80","http","1367","795","2022-12-16T23:09:32.609Z","99","532","539"
"177.105.68.228","elite","AS262637","BR","Netprimus Tecnologia Ltda","192","Netprimus Tecnologia Ltda","4153","socks4","1320","1","2022-12-16T23:09:32.586Z","100","619","622"
"45.233.2.1","elite","AS267303","BR","Centro Oeste Provedor","222","Centro Oeste Provedor","4153","socks4","1269","1","2022-12-16T23:09:32.608Z","100","618","620"
"103.123.249.15","elite","AS131111","ID","PT Mora Telematika Indonesia","158","Cepatnet","5678","socks4","1372","1","2022-12-16T23:09:32.842Z","99","572","575"
"115.127.180.90","elite","AS24342","BD","BRACNet Limited","208","bracNet","5678","socks4","1384","1","2022-12-16T23:09:32.842Z","74","466","632"
"170.254.255.239","elite","AS52584","BR","Connect Fibra","206","Connect Fibra","45816","socks4","1283","1","2022-12-16T23:09:32.587Z","95","578","611"
"180.183.2.61","elite","AS45629","TH","Triple T Broadband Public Company Limited","164","Triple T Broadband Public Company Limited","4145","socks4","1220","1","2022-12-16T23:09:32.859Z","100","578","578"
"104.25.58.39","elite","AS13335","CA","Cloudflare, Inc.","11","Cloudflare, Inc.","80","socks4","1372","1","2022-12-16T23:09:32.607Z","100","518","518"
"31.172.66.22","elite","AS49063","RU","FORNEX","46","Fornex Hosting S.L.","20466","socks4","1333","1","2022-12-16T23:09:32.254Z","100","601","602"
"148.72.65.230","elite","AS26496","US","GoDaddy.com, LLC","134","GoDaddy.com, LLC","59445","socks5","1345","1","2022-12-16T23:09:32.253Z","100","602","602"
"185.105.239.31","elite","AS60631","IR","DorisHost","102","DorisHost","3128","socks4","1397","1","2022-12-16T23:09:32.841Z","100","611","612"
"188.166.217.4","elite","AS14061","SG","DigitalOcean, LLC","163","Digitalocean","20278","socks5","1140","1","2022-12-16T23:09:32.861Z","100","514","516"
"188.40.84.200","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","9999","http","1359","713","2022-12-16T23:09:32.861Z","100","513","513"
"185.51.92.103","elite","AS202170","PT","BLU, S.A.","38","SouthNetwork1","51327","socks4","1358","1","2022-12-16T23:09:32.842Z","90","506","560"
"104.21.223.181","elite","AS13335","CA","Cloudflare, Inc.","15","Cloudflare, Inc.","80","socks4","1341","1","2022-12-16T23:09:31.531Z","100","549","549"
"207.180.213.101","elite","AS51167","DE","Contabo GmbH","67","Contabo GmbH","7497","socks5","1434","1","2022-12-16T23:09:31.117Z","100","586","586"
"185.6.10.3","elite","AS12552","SE","GlobalConnect AB","35","Internet Vikings International AB","21619","socks5","1413","1","2022-12-16T23:09:31.118Z","100","557","557"
"176.56.107.227","elite","AS29119","ES","Aire Networks","58","Aire Networks Del Mediterraneo SL Unipersonal","32439","socks5","1406","1","2022-12-16T23:09:31.534Z","65","373","571"
"192.162.160.64","elite","AS56587","UA","Citadel Crimea Ltd.","82","TavridaTelecomRoute","5678","socks4","1385","1","2022-12-16T23:09:31.883Z","95","603","634"
"190.140.31.195","elite","AS18809","PA","Cable Onda","310","PARSA, S.A","9900","socks4","1269","1","2022-12-16T23:09:31.527Z","98","621","633"
"185.25.119.15","elite","AS200000","UA","Hosting Ukraine LTD","44","new Hosting","13959","socks5","1329","1","2022-12-16T23:09:31.531Z","78","434","555"
"111.68.127.58","elite","AS45287","ID","Varnion Technology Semesta","207","Roheda","4153","socks4","1284","1","2022-12-16T23:09:31.885Z","99","574","581"
"61.173.8.108","elite","AS4812","CN","China Telecom (Group)","177","Chinanet SH","4145","socks4","1317","1","2022-12-16T23:09:31.885Z","99","609","617"
"168.227.143.64","elite","AS263735","US","Sociedad Buena Hosting","76","Global Digital DC","10086","socks5","1273","1","2022-12-16T23:09:31.515Z","99","586","589"
"103.251.221.21","elite","AS58972","IN","BHOMIKA","150","Bhomika","4145","socks4","1241","1","2022-12-16T23:09:31.516Z","100","605","607"
"31.170.17.141","elite","AS42099","LV","DNET ITRisinajumi Ltd.","40","Sia Nano IT","4153","socks4","1356","1","2022-12-16T23:09:31.884Z","100","632","633"
"135.181.214.163","elite","AS24940","FI","Hetzner Online GmbH","38","Hetzner","57648","socks4","1356","1","2022-12-16T23:09:31.905Z","100","526","527"
"103.113.152.58","elite","AS45766","BD","Md Ziaul Huque","181","N/A","5678","socks4","1325","1","2022-12-16T23:09:31.535Z","98","606","621"
"50.96.204.48","elite","AS7029","US","Windstream Communications LLC","105","Windstream Communications LLC","18351","socks4","1344","1","2022-12-16T23:09:31.884Z","99","579","582"
"167.99.180.31","elite","AS14061","CA","DigitalOcean, LLC","94","DigitalOcean, LLC","29277","socks4","1358","1","2022-12-16T23:09:30.680Z","100","519","519"
"66.29.128.244","elite","AS22612","US","Namecheap, Inc.","132","Namecheap, Inc.","10995","socks4","765","1","2022-12-16T23:09:30.231Z","100","619","620"
"185.198.56.73","elite","AS60117","RO","HostSailor","43","HostSailor RO Services","47910","socks4","1373","1","2022-12-16T23:09:30.680Z","47","251","530"
"114.233.190.158","elite","AS4134","CN","Chinanet","202","Chinanet JS","9999","socks4","1295","1","2022-12-16T23:09:30.681Z","57","326","570"
"103.28.86.241","elite","AS58504","NP","Alternate ISP","167","N/A","57230","socks4","795","1","2022-12-16T23:09:30.235Z","96","610","633"
"206.189.237.170","elite","AS14061","US","DigitalOcean, LLC","82","Digital Ocean","80","socks4","795","1","2022-12-16T23:09:30.230Z","100","615","615"
"5.189.130.207","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","10036","socks4","1367","1","2022-12-16T23:09:30.256Z","93","516","552"
"139.170.229.78","elite","AS4837","CN","China Unicom Qinghai Province Network","285","N/A","7080","socks5","695","1","2022-12-16T23:09:30.233Z","100","600","601"
"190.144.224.182","elite","AS14080","CO","Telmex Colombia S.A.","132","Telmex Colombia S.A.","44550","socks4","868","1","2022-12-16T23:09:30.234Z","100","633","633"
"109.127.82.114","elite","AS21277","IQ","Newroz Telecom","72","N/A","5678","socks4","1332","1","2022-12-16T23:09:30.680Z","100","634","634"
"103.235.227.163","elite","AS56282","CN","Beijing Internet Harbor Technology Co., Ltd","267","Beijing Internet Harbor Technology Co., Ltd","8118","http","709","1970","2022-12-16T23:09:30.677Z","98","503","515"
"102.66.237.58","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","191","Herotel","5678","socks4","723","1","2022-12-16T23:09:30.232Z","66","416","633"
"24.90.38.88","elite","AS12271","US","Charter Communications Inc","101","Spectrum","48783","socks4","736","1","2022-12-16T23:09:30.232Z","100","581","581"
"148.251.48.208","elite","AS24940","DE","Hetzner Online GmbH","18","Hetzner","30208","socks5","1292","1","2022-12-16T23:09:30.253Z","100","608","610"
"182.75.249.98","elite","AS9498","IN","Bharti Airtel","174","Bharti Airtel Ltd","4145","socks4","1145","1","2022-12-16T23:09:29.386Z","100","619","620"
"118.69.62.229","elite","AS18403","VN","FPT Telecom Company","188","Vietnam Internet Network Information Center","5678","socks4","1214","1","2022-12-16T23:09:29.850Z","97","601","617"
"170.254.255.233","elite","AS52584","BR","Connect Fibra","201","Connect Fibra","45816","socks4","998","1","2022-12-16T23:09:29.800Z","94","539","571"
"47.117.138.120","elite","AS37963","CN","Hangzhou Alibaba Advertising Co., Ltd.","193","Alibaba.com LLC","1080","socks5","1193","1","2022-12-16T23:09:29.414Z","97","553","570"
"103.52.144.242","anonymous","AS147155","ID","PT Bandhawa Tri Tirta","170","N/A","8080","http","1193","697","2022-12-16T23:09:29.387Z","99","515","518"
"189.204.254.186","anonymous","AS18734","MX","Operbes, S.A. de C.V.","143","Operbes, S.A. de C.V","999","http","998","799","2022-12-16T23:09:29.851Z","99","513","517"
"190.104.254.230","elite","AS11014","AR","CPS","230","GABRIEL FRANCISCO ERBETTA Y MARIANO ANDRES CARRIZO RICHELET SOCIEDAD DE HECHO (TELNET SOLUCIONES)","4153","socks4","949","1","2022-12-16T23:09:29.801Z","99","512","517"
"103.47.93.219","elite","AS134058","IN","Broban Internet Services Pvt.ltd","224","Broban  PVT Ltd.","1080","socks4","769","1","2022-12-16T23:09:29.802Z","100","615","615"
"103.47.253.58","elite","AS133918","MY","Suria Data Centre Sdn. Bhd.","173","Suria Data Centre Sdn. Bhd","50550","socks5","1227","1","2022-12-16T23:09:29.850Z","99","618","622"
"103.121.89.159","elite","AS135967","VN","Cau Giay Branch of Bach Kim Network solutions Join stock company","190","BKNS-CG","39267","socks4","742","1","2022-12-16T23:09:29.803Z","96","554","578"
"49.51.96.69","elite","AS132203","CA","OPHL","93","Tencent cloud computing (Beijing) Co., Ltd.","443","socks5","1210","1","2022-12-16T23:09:29.413Z","34","201","598"
"117.4.242.216","elite","AS7552","VN","Viettel Corporation","281","N/A","5678","socks4","926","1","2022-12-16T23:09:29.801Z","100","632","634"
"142.4.207.10","elite","AS16276","FR","OVH SAS","89","OVH Hosting, Inc","48012","socks4","844","1","2022-12-16T23:09:29.801Z","47","280","598"
"50.237.206.174","elite","AS7922","US","Comcast Cable Communications, LLC","97","Comcast Cable Communications, LLC","64312","socks4","973","1","2022-12-16T23:09:29.800Z","100","631","633"
"103.80.210.174","elite","AS17882","MN","Unidish LLC","240","N/A","5678","socks4","793","1","2022-12-16T23:09:29.802Z","99","630","634"
"43.153.174.223","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","245","Tencent Cloud Computing","443","socks5","1257","1","2022-12-16T23:09:29.849Z","81","476","585"
